
237,01-01-2006 14:10,25-12-25,49,AMD_01,455,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.5332,  2.0162,  0.3828, 16.9536,  0.4132,  1.2361,  0.0791,< LOD,  0.0454, 30.3321,  0.1396,  0.6121,  0.0205,  3.7049,  0.0434,  0.1745,  0.0096,  0.0213,  0.0055,< LOD,  0.0048,  0.8898,  0.0229, 10.8826,  0.0625,  0.1939,  0.0156,  0.0066,  0.0041,  0.2246,  0.0075,  0.0263,  0.0027,  0.0033,  0.0008,< LOD,  0.0009,  0.0052,  0.0011,  0.0154,  0.0015,  0.0047,  0.0014,  0.0067,  0.0010,< LOD,  0.0014,  0.0031,  0.0014,< LOD,  0.0012,< LOD,  0.0022,< LOD,  0.0025,< LOD,  0.0036,< LOD,  0.0194,< LOD,  0.0074,  0.3553,  0.0304,< LOD,  0.0486,< LOD,  0.0330,< LOD,  0.0058,< LOD,  0.0015,< LOD,  0.0020,< LOD,  0.0016,< LOD,  0.0023,< LOD,  0.0017,< LOD,  0.0013,  0.0093,  0.0032,< LOD,  0.0035,< LOD,  0.0043,< LOD,  0.0088,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
238,01-01-2006 14:12,25-12-25,50,AMD_01,456,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.8381,  0.6780,  0.3265, 10.0076,  0.3217,  1.8502,  0.0873,< LOD,  0.0492, 49.1810,  0.1696,  0.4250,  0.0173,  1.3785,  0.0290,  0.1139,  0.0076,< LOD,  0.0046,< LOD,  0.0038,  0.0329,  0.0054,  0.7194,  0.0156,  0.0198,  0.0051,< LOD,  0.0016,  0.3508,  0.0058,  0.0027,  0.0010,  0.0136,  0.0007,< LOD,  0.0005,  0.0062,  0.0007,  0.0056,  0.0008,  0.0047,  0.0009,  0.0107,  0.0007,< LOD,  0.0010,  0.0011,  0.0009,< LOD,  0.0016,< LOD,  0.0021,< LOD,  0.0022,< LOD,  0.0292,< LOD,  0.0045,  0.0220,  0.0138,< LOD,  0.0356,  0.2257,  0.0343,< LOD,  0.0103,< LOD,  0.0009,< LOD,  0.0010,< LOD,  0.0017,< LOD,  0.0012,< LOD,  0.0015,< LOD,  0.0013,< LOD,  0.0021,  0.0052,  0.0022,< LOD,  0.0028,< LOD,  0.0057,Passed
239,01-01-2006 14:16,25-12-25,51,AMD_01,457,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  3.3063,  0.3852,  0.3646,< LOD,  0.1657,  2.4590,  0.0977,< LOD,  0.0647, 68.9907,  0.2930,< LOD,  0.0090,< LOD,  0.0112,< LOD,  0.0065,< LOD,  0.0047,  0.0089,  0.0051,  0.1580,  0.0100, 12.2304,  0.0627,  0.6446,  0.0232,< LOD,  0.0064,  2.4341,  0.0268,  0.0216,  0.0040,  0.0117,  0.0014,< LOD,  0.0014,  0.0042,  0.0015,< LOD,  0.0017,< LOD,  0.0018,  0.0029,  0.0011,< LOD,  0.0026,  0.0057,  0.0018,< LOD,  0.0011,  0.0134,  0.0029,< LOD,  0.0047,< LOD,  0.0213,< LOD,  0.0070,  0.0411,  0.0282,< LOD,  0.0445,  0.4661,  0.0457,  0.0336,  0.0157,< LOD,  0.0027,  0.0153,  0.0041,< LOD,  0.0020,< LOD,  0.0049,< LOD,  0.0030,< LOD,  0.0021,  0.0321,  0.0052,  0.1167,  0.0080,< LOD,  0.0055,< LOD,  0.0115,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
240,01-01-2006 14:18,25-12-25,52,AMD_01,458,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.7728,  1.2369,  0.3434,  6.3422,  0.2739,  1.8737,  0.0886,  0.3638,  0.0615, 47.5880,  0.1821,  0.5668,  0.0194,  1.5738,  0.0314,  0.4618,  0.0123,< LOD,  0.0064,< LOD,  0.0043,  0.0858,  0.0095,  3.9647,  0.0371,  0.1354,  0.0120,  0.0133,  0.0042,  0.6925,  0.0112,  0.8195,  0.0123,  0.1877,  0.0033,< LOD,  0.0010,  0.0104,  0.0012,  0.0804,  0.0024,< LOD,  0.0014,  0.0152,  0.0011,< LOD,  0.0018,  0.0032,  0.0014,< LOD,  0.0023,  0.0589,  0.0038,< LOD,  0.0035,< LOD,  0.0259,  0.1514,  0.0072,  1.8962,  0.0462,< LOD,  0.0358,< LOD,  0.0392,< LOD,  0.0113,< LOD,  0.0038,< LOD,  0.0052,  0.0062,  0.0053,< LOD,  0.0057,< LOD,  0.0019,< LOD,  0.0022,  0.0399,  0.0045,< LOD,  0.0035,< LOD,  0.0042,< LOD,  0.0086,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
241,01-01-2006 14:21,25-12-25,53,AMD_01,459,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.1832,  3.0460,  0.3738, 21.5121,  0.4374,  1.3411,  0.0742,< LOD,  0.0396, 32.8454,  0.1319,  1.6768,  0.0284,  1.9387,  0.0314,  0.1526,  0.0075,< LOD,  0.0039,  0.0075,  0.0034,  0.0229,  0.0056,  1.3037,  0.0212,  0.0191,  0.0052,< LOD,  0.0016,  0.0060,  0.0010,  0.0033,  0.0008,  0.0010,  0.0005,< LOD,  0.0006,  0.0135,  0.0010,  0.0140,  0.0010,  0.0028,  0.0010,  0.0139,  0.0008,< LOD,  0.0010,< LOD,  0.0010,< LOD,  0.0016,< LOD,  0.0024,< LOD,  0.0024,< LOD,  0.0246,< LOD,  0.0050,  0.0618,  0.0172,< LOD,  0.0270,  0.1295,  0.0263,< LOD,  0.0034,< LOD,  0.0016,< LOD,  0.0011,< LOD,  0.0015,< LOD,  0.0013,< LOD,  0.0012,< LOD,  0.0010,< LOD,  0.0023,< LOD,  0.0024,< LOD,  0.0031,< LOD,  0.0064,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Cal Check
242,01-01-2006 14:25,25-12-25,54,AMD_01,460,GeoChem,,  1.0,NO RESULTS,100.0,,0.0,,0.0,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
243,01-01-2006 12:01,25-12-25,55,AMD_01,461,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  3.0597,  0.4494,  0.3144,  1.2214,  0.1859,  2.2530,  0.0930,< LOD,  0.0626, 60.0280,  0.1980,  0.0177,  0.0108,  0.6652,  0.0245,  0.0892,  0.0074,< LOD,  0.0048,  0.0069,  0.0040,  0.0524,  0.0064,  1.6398,  0.0231,  0.0754,  0.0088,< LOD,  0.0019,  0.0059,  0.0010,  0.1643,  0.0044,  0.0043,  0.0005,< LOD,  0.0006,  0.0054,  0.0008,  0.0261,  0.0013,  0.0017,  0.0010,  0.0097,  0.0007,< LOD,  0.0012,  0.0012,  0.0010,< LOD,  0.0015,< LOD,  0.0025,< LOD,  0.0025,< LOD,  0.0296,< LOD,  0.0051,  0.0677,  0.0153,< LOD,  0.0269,  0.3891,  0.0392,< LOD,  0.0038,< LOD,  0.0020,  0.0030,  0.0022,  0.0135,  0.0035,< LOD,  0.0024,< LOD,  0.0016,< LOD,  0.0015,  0.0065,  0.0026,< LOD,  0.0024,< LOD,  0.0030,< LOD,  0.0067,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
244,01-01-2006 12:18,25-12-25,56,AMD_01,462,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  4.0850,  0.8498,  0.3730,  5.0669,  0.2690,  1.5639,  0.0839,< LOD,  0.0534, 34.2407,  0.1691,< LOD,  0.0122,  1.9390,  0.0360,  0.1687,  0.0119,< LOD,  0.0060,< LOD,  0.0069,  0.3365,  0.0148, 25.8090,  0.0955,  0.8704,  0.0310,  0.0127,  0.0103,  0.4215,  0.0139,  0.0162,  0.0032,< LOD,  0.0012,  0.0106,  0.0019,  0.0053,  0.0017,< LOD,  0.0020,< LOD,  0.0019,  0.0066,  0.0014,< LOD,  0.0028,  0.0043,  0.0021,< LOD,  0.0009,< LOD,  0.0018,< LOD,  0.0011,< LOD,  0.0054,  0.0284,  0.0180,< LOD,  0.0081,  0.0622,  0.0322,< LOD,  0.0488,< LOD,  0.0061,< LOD,  0.0025,< LOD,  0.0031,< LOD,  0.0015,< LOD,  0.0036,< LOD,  0.0023,< LOD,  0.0019,  0.0316,  0.0047,  0.0372,  0.0065,< LOD,  0.0062,< LOD,  0.0136,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
245,01-01-2006 12:23,25-12-25,57,AMD_01,463,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.5797,  1.4747,  0.3509, 12.7974,  0.3498,  1.2486,  0.0793,  5.0340,  0.0961, 35.9982,  0.1703,  0.3802,  0.0169,  1.1903,  0.0277,  0.1643,  0.0093,< LOD,  0.0048,< LOD,  0.0047,  0.0165,  0.0056, 11.9816,  0.0686,  0.2089,  0.0165,  0.0044,  0.0033,  0.0067,  0.0015,  0.0037,  0.0012,  0.0030,  0.0007,< LOD,  0.0008,  0.0033,  0.0010,  0.0051,  0.0012,< LOD,  0.0012,  0.0043,  0.0008,< LOD,  0.0017,< LOD,  0.0013,< LOD,  0.0012,< LOD,  0.0022,< LOD,  0.0033,< LOD,  0.0205,< LOD,  0.0070,< LOD,  0.0213,< LOD,  0.0448,  0.1701,  0.0332,< LOD,  0.0030,< LOD,  0.0013,< LOD,  0.0016,< LOD,  0.0013,< LOD,  0.0019,< LOD,  0.0017,< LOD,  0.0016,  0.0044,  0.0029,< LOD,  0.0030,< LOD,  0.0039,< LOD,  0.0087,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
246,01-01-2006 12:32,25-12-25,58,AMD_01,464,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.4079,< LOD,  0.2816, 19.3479,  0.4084,  1.1818,  0.0744,  2.7449,  0.0720, 34.0946,  0.1824,< LOD,  0.0092,< LOD,  0.0106,  3.7009,  0.0287,< LOD,  0.0126,< LOD,  0.0045,< LOD,  0.0080,  0.4672,  0.0139,  0.0135,  0.0037,  0.0300,  0.0067,  0.0450,  0.0046,  0.0059,  0.0029,  0.7230,  0.0096,< LOD,  0.0019,< LOD,  0.0019,  0.3545,  0.0067,< LOD,  0.0024,  0.0360,  0.0022,< LOD,  0.0025,< LOD,  0.0024,  0.0215,  0.0016,< LOD,  0.0020,< LOD,  0.0056,< LOD,  0.0062,  0.0745,  0.0207,  0.0227,  0.0094, 15.6998,  0.1806,< LOD,  0.0993,< LOD,  0.0527,< LOD,  0.0041,< LOD,  0.0031,< LOD,  0.0041,< LOD,  0.0016,< LOD,  0.0049,< LOD,  0.0032,< LOD,  0.0034,  0.0636,  0.0086,< LOD,  0.0066,< LOD,  0.0082,< LOD,  0.0161,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
247,01-01-2006 12:44,25-12-25,59,AMD_01,465,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.6965,  0.5411,  0.3139, 12.9580,  0.3605,  1.2727,  0.0792,  0.6977,  0.0593, 39.9114,  0.2734,  0.0315,  0.0110,< LOD,  0.0128,  1.4010,  0.0195,< LOD,  0.0095,< LOD,  0.0046,< LOD,  0.0070,  0.2794,  0.0112,  0.0112,  0.0051,  0.0754,  0.0139, 32.6606,  0.1281,< LOD,  0.0133,  6.7195,  0.0341,  0.0206,  0.0034,< LOD,  0.0021,  0.0769,  0.0043,< LOD,  0.0026,  0.0242,  0.0023,< LOD,  0.0030,< LOD,  0.0028,< LOD,  0.0065,< LOD,  0.0071,< LOD,  0.0206,  0.2121,  0.0149,  7.3434,  0.1518,< LOD,  0.0890,< LOD,  0.0464,< LOD,  0.0468,< LOD,  0.0055,< LOD,  0.0067,< LOD,  0.0022,< LOD,  0.0079,  0.0400,  0.0090,< LOD,  0.0143,  0.0243,  0.0084,< LOD,  0.0074,  0.0573,  0.0106,< LOD,  0.0187,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
248,01-01-2006 12:47,25-12-25,60,AMD_01,466,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.7803,  1.2011,  0.3562,  6.7895,  0.2828,  1.7483,  0.0833,< LOD,  0.0547, 48.6940,  0.1985,  0.3163,  0.0163,< LOD,  0.0152,  0.0743,  0.0082,< LOD,  0.0050,< LOD,  0.0049,  0.0550,  0.0073, 12.4812,  0.0635,  0.4557,  0.0207,  0.0048,  0.0043,  0.0686,  0.0041,  0.0089,  0.0019,  0.0075,  0.0009,< LOD,  0.0010,  0.0055,  0.0012,  0.0029,  0.0014,  0.0021,  0.0014,  0.0038,  0.0009,< LOD,  0.0020,  0.0048,  0.0015,< LOD,  0.0012,< LOD,  0.0022,< LOD,  0.0038,< LOD,  0.0221,< LOD,  0.0080,< LOD,  0.0283,< LOD,  0.0510,  0.3102,  0.0385,< LOD,  0.0041,< LOD,  0.0017,< LOD,  0.0021,< LOD,  0.0015,< LOD,  0.0024,< LOD,  0.0018,< LOD,  0.0017,  0.0081,  0.0034,< LOD,  0.0037,< LOD,  0.0045,< LOD,  0.0095,Passed
249,01-01-2006 12:52,25-12-25,61,AMD_01,467,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.7222,  1.7666,  0.3571, 12.7821,  0.3463,  1.2277,  0.0804,  5.5172,  0.0979, 36.3604,  0.1679,  0.2838,  0.0154,  2.1283,  0.0340,  0.2579,  0.0102,< LOD,  0.0049,< LOD,  0.0043,  0.0135,  0.0052,  9.2554,  0.0612,  0.1402,  0.0141,  0.0030,  0.0027,  0.0044,  0.0012,  0.0036,  0.0011,  0.0027,  0.0006,< LOD,  0.0007,  0.0024,  0.0008,  0.0051,  0.0011,< LOD,  0.0011,  0.0071,  0.0008,< LOD,  0.0015,  0.0012,  0.0011,< LOD,  0.0013,< LOD,  0.0022,< LOD,  0.0030,< LOD,  0.0212,< LOD,  0.0044,< LOD,  0.0230,< LOD,  0.0290,  0.1880,  0.0323,< LOD,  0.0028,< LOD,  0.0012,< LOD,  0.0015,< LOD,  0.0013,< LOD,  0.0016,< LOD,  0.0016,< LOD,  0.0013,  0.0035,  0.0027,< LOD,  0.0027,< LOD,  0.0035,< LOD,  0.0073,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
250,01-01-2006 12:55,25-12-25,62,AMD_01,468,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.3471,  0.8520,  0.3244, 20.8738,  0.4323,  1.4175,  0.0795,  3.2503,  0.0784, 34.2861,  0.1564,  0.2483,  0.0144,  1.2648,  0.0273,  0.0801,  0.0072,< LOD,  0.0040,< LOD,  0.0039,  0.0082,  0.0051,  6.6497,  0.0496,  0.1041,  0.0112,< LOD,  0.0023,  0.0050,  0.0011,  0.0031,  0.0010,  0.0075,  0.0007,< LOD,  0.0006,  0.0014,  0.0008,  0.0027,  0.0010,  0.0014,  0.0010,  0.0025,  0.0007,< LOD,  0.0011,< LOD,  0.0011,< LOD,  0.0014,< LOD,  0.0025,< LOD,  0.0022,< LOD,  0.0028,< LOD,  0.0211,< LOD,  0.0041,< LOD,  0.0227,< LOD,  0.0415,  0.1540,  0.0279,< LOD,  0.0028,< LOD,  0.0010,< LOD,  0.0013,< LOD,  0.0014,< LOD,  0.0016,< LOD,  0.0015,< LOD,  0.0012,< LOD,  0.0026,< LOD,  0.0026,< LOD,  0.0032,< LOD,  0.0073,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
251,01-01-2006 12:59,25-12-25,63,AMD_01,469,GeoChem,DualSoil, 60.0,,0.0,,0.0,,0.0,< LOD,  2.2800,  0.9260,  0.3340, 27.0793,  0.5021,  1.1895,  0.0734,< LOD,  0.0435, 32.0610,  0.1547,  0.3272,  0.0160,  0.0850,  0.0162,  0.0645,  0.0070,< LOD,  0.0039,  0.0052,  0.0040,  0.2090,  0.0117,  5.5951,  0.0432,  0.1167,  0.0103,< LOD,  0.0039,  2.4592,  0.0220,  0.0664,  0.0043,  0.4138,  0.0055,< LOD,  0.0010,  0.0041,  0.0012,  0.0144,  0.0015,< LOD,  0.0013,  0.0067,  0.0009,< LOD,  0.0012,  0.0105,  0.0014,< LOD,  0.0013,  0.0105,  0.0027,< LOD,  0.0033,< LOD,  0.0196,  0.1358,  0.0068,  0.0312,  0.0234,< LOD,  0.0345,< LOD,  0.0191,< LOD,  0.0041,< LOD,  0.0024,< LOD,  0.0029,< LOD,  0.0028,< LOD,  0.0022,< LOD,  0.0024,  0.1041,  0.0055,  0.3746,  0.0096,< LOD,  0.0040,< LOD,  0.0082,Passed


